Index,Value
1,0.8331332607039867
2,0.5421866993896455
3,0.96805910133897
4,0.1205906428496477
5,0.4135893048563499
6,0.9458794478826855
7,0.199646920027743
8,0.6231733066695979
9,0.915830512443901
10,0.3006314411905065
11,0.8199834932570796
12,0.5756811997676863
13,0.9526621884067218
14,0.1758780784286663
15,0.5652854218319342
16,0.9583774734152829
17,0.1555713582751443
18,0.5123387519623269
19,0.9744062452800475
20,0.09726098631322094
21,0.3424250187329415
22,0.8781634885868761
23,0.4172702660092342
24,0.9483075853438866
25,0.191179204800222
26,0.6030558941634893
27,0.9335799824448383
28,0.2418327554102214
29,0.7150637279015936
30,0.7946156124701703
31,0.636486399466423
32,0.9023487047666987
33,0.3436505271129837
34,0.8796638850790133
35,0.4128358040301682
36,0.9453693714696376
37,0.2014198795312858
38,0.6273146554774635
39,0.9117848161525536
40,0.3136897342262098
41,0.8396250909824687
42,0.5251537105430844
43,0.9725324342990673
44,0.1041810842880507
45,0.3639768052620054
46,0.9028409929237515
47,0.3421046242388033
48,0.8777692962215989
49,0.4184323994457275
50,0.9490522335052928
51,0.1885731571772412
52,0.59675195412085
53,0.938492331557808
54,0.2251254531434898
55,0.6803315356126699
56,0.8481740953279479
57,0.5022217174360037
58,0.9749807494893747
59,0.09513382169659615
60,0.335725172897386
61,0.8697537466035844
62,0.441800450803188
63,0.9617899686458226
64,0.1433250969465518
65,0.4788537527740722
66,0.9732560612902137
67,0.1015119317630867
68,0.3557083119439711
69,0.8938016441559724
70,0.3701890337342063
71,0.9092815408448498
72,0.3217056192622956
73,0.8510233438096982
74,0.4944521871925677
75,0.9748799649149094
76,0.09550717379741637
77,0.3369036588475212
78,0.8712583756604297
79,0.437452152157719
80,0.9597422902481654
81,0.1506844035737495
82,0.4991165949641542
83,0.9749969564226162
84,0.0950737764180799
85,0.3355355384771709
86,0.8695106194944228
87,0.4425014181153069
88,0.962106261016872
89,0.1421854337631255
90,0.4756780711359977
91,0.972692930727704
92,0.1035894336362106
93,0.362148785213045
94,0.9008884660688672
95,0.3482249073145078
96,0.8851608528372099
97,0.3964393580226812
98,0.9331732543896577
99,0.2432076335577443
100,0.7178249540942464
101,0.7899539285579738
102,0.64711420532381
103,0.8905939013085811
104,0.3800019766161155
105,0.9188418500974467
106,0.2908288679670972
107,0.8043650063438885
108,0.6137115773618104
109,0.9245717409781671
110,0.271981463374796
111,0.772229433125672
112,0.6859754293862935
113,0.8401112446918766
114,0.5238649308131555
115,0.9727788138014049
116,0.1032727535600926
117,0.361169218535615
118,0.8998314550601538
119,0.3515257494234728
120,0.8890260479713805
121,0.3847690625990997
122,0.9232151411562682
123,0.2764668827547118
124,0.7801284874289565
125,0.6689593190699834
126,0.8636657191476894
127,0.4592142543954962
128,0.9685124395263902
129,0.1189347666352192
130,0.408678222890516
131,0.9424752987997064
132,0.2114408788132312
133,0.6502611709616868
134,0.8869441639547686
135,0.3910694345272461
136,0.9287231144325656
137,0.2581663154898409
138,0.7469142292413393
139,0.7372301172528057
140,0.7555152987260582
141,0.7203765352560397
142,0.7855933125633195
143,0.6569021932945293
144,0.8789886367835281
145,0.4148336914369557
146,0.9467121295544029
147,0.1967482659049845
148,0.6163497044966275
149,0.9222047104278351
150,0.2797984117209367
151,0.7858939160255738
152,0.6562322082402924
153,0.8798068387226115
154,0.4124123845121912
155,0.9450807974913231
156,0.2024220264475025
157,0.6296446636599173
158,0.909449818619577
159,0.3211682995263425
160,0.8502749693322302
161,0.4964990388512902
162,0.9749521987570373
163,0.09523959469383732
164,0.3360591557559245
165,0.8701812583953051
166,0.4405667601381865
167,0.9612239909981597
168,0.1453624774981451
169,0.4845056877716107
170,0.9740637125254199
171,0.09852802621980256
172,0.3463989916492266
173,0.88298624791114
174,0.4029539822526926
175,0.9382700747136181
176,0.2258854322810264
177,0.6819586946805368
178,0.8458750303776051
179,0.5084448071090337
180,0.9747218724082757
181,0.09609266104300522
182,0.3387495599930494
183,0.8735933528305027
184,0.4306692262113678
185,0.956253650842891
186,0.1631471637608797
187,0.5324676501988758
188,0.9708888215931974
189,0.1102284990244225
190,0.382504890406257
191,0.9211601069640619
192,0.2832342407778777
193,0.7917491619525419
194,0.643041463349959
195,0.8952026450745391
196,0.3658779903717428
197,0.9048440174797829
198,0.3357951538922339
199,0.869843397207427
200,0.4415418600140706
201,0.9616723188906033
202,0.1437488128836749
203,0.4800318575450157
204,0.9734449658188999
205,0.1008144709288886
206,0.3535385621828457
207,0.8913412842068742
208,0.3777227971737266
209,0.9166883141090313
210,0.2978463106513958
211,0.8156221549427173
212,0.58649235570633
213,0.9458243823770417
214,0.1998384183047043
215,0.6236217970092955
216,0.9153988400863509
217,0.3020308342541658
218,0.8221520167142038
219,0.5702505046951882
220,0.9557529797012783
221,0.1649279638242843
222,0.5371342492349337
223,0.9696220853816555
224,0.1148748779949617
225,0.3965466975623571
226,0.933259915437508
227,0.2429147981328254
228,0.7172380760255649
229,0.7909497114663725
230,0.6448582350507749
231,0.8931627577781004
232,0.3721498789956432
233,0.911251951580768
234,0.3154001460519377
235,0.8420992862971808
236,0.5185755054283422
237,0.9736543073325182
238,0.1000412288668742
239,0.3511286274353517
240,0.888565526279799
241,0.386165643968921
242,0.9244627836092594
243,0.2723422467896483
244,0.772870594872537
245,0.6846123899702404
246,0.8420812353309559
247,0.5186236708943439
248,0.9736473196414348
249,0.1000670447262895
250,0.3512091620155415
251,0.8886590174743421
252,0.3858822557299284
253,0.9242108477265711
254,0.2731761110173051
255,0.7743486012083878
256,0.6814580955585039
257,0.8465845422694954
258,0.506528704733393
259,0.9748337664565663
260,0.09567828750741719
261,0.3374434159475543
262,0.8719438922266806
263,0.435465190037543
264,0.9587575073821272
265,0.1542120427400964
266,0.5086796855946899
267,0.9747061859261116
268,0.09615074446958753
269,0.3389325373493733
270,0.8738233626536269
271,0.4299987647839062
272,0.9558893255660622
273,0.1644431990561916
274,0.5358663700273937
275,0.9699830536541264
276,0.1135521241839759
277,0.392566353181403
278,0.9299862449719023
279,0.2539361336263566
280,0.7388650372944896
281,0.7524796264373781
282,0.7263907491127639
283,0.7751141919930302
284,0.6798175073196862
285,0.8488960898392049
286,0.5002589221301623
287,0.974999738541389
288,0.09506346870388717
289,0.3355029819253017
290,0.8694688510736762
291,0.4426217955365609
292,0.9621601924449519
293,0.1419910304250557
294,0.4751353530451577
295,0.9725888223940632
296,0.1039732392979511
297,0.3633349387505843
298,0.9021583780314045
299,0.3442476920186847
300,0.8803907523781247
301,0.4106812144702964
302,0.9438864027508453
303,0.2065629596663658
304,0.6391893431049249
305,0.8994426743874759
306,0.3527376445249054
307,0.8904238147737148
308,0.3805200549444062
309,0.919325716645098
310,0.2892471791042925
311,0.8017746690895571
312,0.6198349914739644
313,0.9189943417918961
314,0.2903305920308654
315,0.8035510835113032
316,0.6156412848265439
317,0.922845663650298
318,0.2776860244553424
319,0.7822483354823645
320,0.664309920757995
321,0.8697087747679554
322,0.4419301452523512
323,0.9618487786813892
324,0.1431132519589858
325,0.4782642113835677
326,0.9731574664235649
327,0.1018758466737688
328,0.356838918299259
329,0.8950691282764676
330,0.3662894971432009
331,0.9052738555605493
332,0.3344370977964394
333,0.8680968091143434
334,0.4465684825673707
335,0.9638657844849018
336,0.1358312825384059
337,0.4577864663672729
338,0.9680502685551305
339,0.1206228898113337
340,0.4136847322330964
341,0.9459437307462781
342,0.1994233371315549
343,0.6226493119815895
344,0.9163328704547267
345,0.2990010698178184
346,0.817437777255912
347,0.5820097045262212
348,0.9487701926177354
349,0.1895607254495785
350,0.5991470815847711
351,0.9366624392315687
352,0.2313710652409127
353,0.6935701320997724
354,0.828869355439619
355,0.5531952935056451
356,0.9639640169205083
357,0.1354758249116467
358,0.4567762905270065
359,0.9677136726636375
360,0.1218512895736178
361,0.4173138559311702
362,0.9483357061582119
363,0.191080868876108
364,0.6028189846600726
365,0.9337701999345399
366,0.2411893132301221
367,0.7137664108134462
368,0.7967852942709541
369,0.6314821075075624
370,0.9075785760809422
371,0.3271308468473434
372,0.8584533979643051
373,0.4738935298025898
374,0.9723419636339439
375,0.1048829706226772
376,0.3661418790745553
377,0.9051198135030052
378,0.3349239531584321
379,0.8687246051607259
380,0.4447644456413604
381,0.9631012307853056
382,0.1385952751760268
383,0.4656078370121421
384,0.9703869985875647
385,0.1120706790831513
386,0.3880922836946712
387,0.9261589858221715
388,0.2667152233317711
389,0.7627550306019328
390,0.7057431961841716
391,0.8099119751732937
392,0.6004228138123323
393,0.9356695080174532
394,0.2347491111569381
395,0.7006036672750658
396,0.8180568578355991
397,0.5804753572166075
398,0.9497424958353516
399,0.186153581015176
400,0.5908516586325688
401,0.9428093068824736
402,0.2102876791792271
403,0.6476604075421021
404,0.8899659757735512
405,0.3819134971820302
406,0.9206167536236641
407,0.2850180316272503
408,0.7947527377708543
409,0.6361712119486854
410,0.9026838640420621
411,0.3425982519966007
412,0.8783762899293499
413,0.4166423945552721
414,0.947900887496632
415,0.1926007004209445
416,0.6064721154113938
417,0.930788385695309
418,0.2512433303251159
419,0.7336684652398163
420,0.7620562885746281
421,0.7071733563121158
422,0.8076088816940551
423,0.605969426021438
424,0.9312048749198792
425,0.249843187796792
426,0.7309441203024829
427,0.7669927718610779
428,0.6969879531183597
429,0.8236634106723317
430,0.5664437867086188
431,0.9577823705104962
432,0.1576976748741841
433,0.5180335610324948
434,0.9737316836383003
435,0.09975533847716324
436,0.3502364225976324
437,0.8875263964462157
438,0.3893108390239008
439,0.927216847605388
440,0.2631944839762472
441,0.756300275564824
442,0.7188096581070416
443,0.7882771007244104
444,0.6508956214719197
445,0.8861989945403522
446,0.3933163128024819
447,0.9306125044551741
448,0.2518341969266865
449,0.7348135633214118
450,0.7599641028731752
451,0.7114327943476463
452,0.8006550765499491
453,0.6224654472845027
454,0.916508635463486
455,0.2984301706789451
456,0.8165414552391751
457,0.5842258777487547
458,0.947333405918062
459,0.1945820134040107
460,0.6112074285082433
461,0.9267683405938775
462,0.2646882555203179
463,0.7590506933487224
464,0.71328167927463
465,0.797592608614596
466,0.6296106932620434
467,0.9094841659493167
468,0.3210585995634906
469,0.8501219033183011
470,0.4969171459854039
471,0.9749629344433862
472,0.09519982252921766
473,0.3359335836465301
474,0.8700206229972265
475,0.4410304803713031
476,0.9614381234435668
477,0.1445919471082304
478,0.4823719521647562
479,0.9737880825251214
480,0.09954692614295817
481,0.3495856089899417
482,0.8867644928105859
483,0.391611585693784
484,0.9291826114123177
485,0.2566289156390836
486,0.7440050096582677
487,0.7428000655205079
488,0.7450876999146245
489,0.74073487546718
490,0.7489822069618253
491,0.7332306564040333
492,0.7628534975620406
493,0.7055413513956691
494,0.810235736179124
495,0.5996397731898481
496,0.9362804708348349
497,0.2326714679957256
498,0.6962882783081147
499,0.8247365560154608
500,0.5637300598301481
