Date,Asset1,Asset2
2025-01-01,-0.990151275024,-0.354304513114
2025-01-02,-1.2007991239,-0.580749918648
2025-01-03,0.414735393479,0.0170000585554
2025-01-04,-0.518373647181,0.809652547917
2025-01-05,2.64329547488,-0.394379648969
2025-01-06,-1.28211612435,-1.10393802692
2025-01-07,0.30406078009,1.20284830761
2025-01-08,-0.85008497181,2.09815960924
2025-01-09,0.764713637458,0.573042982054
2025-01-10,0.70811650144,1.20318543888
2025-01-11,1.2592679227,-0.381296775875
2025-01-12,-0.119917871994,0.350962505566
2025-01-13,-0.0524978977561,0.783443139154
2025-01-14,0.0225703211462,0.235539611028
2025-01-15,0.746072844731,0.397862602302
2025-01-16,1.76031888175,-1.48740298351
2025-01-17,-0.586246702681,-0.310886621803
2025-01-18,1.04806530396,-0.642843721769
2025-01-19,0.456737028563,0.0374692252974
2025-01-20,-0.864779114258,0.268211978321
2025-01-21,1.07499691988,-0.0142218369039
2025-01-22,2.27782600344,0.677216524908
2025-01-23,-0.246023633939,0.989789089216
2025-01-24,-0.58533684167,0.714507235972
2025-01-25,-0.57259377037,-1.10837433108
2025-01-26,1.46517471182,-0.597986348486
2025-01-27,0.293833569335,2.46789412159
2025-01-28,-0.584474039695,-0.516360573197
2025-01-29,1.52495239893,0.746114529135
2025-01-30,0.064350936809,-1.10711703025
2025-01-31,0.478990797642,1.59545431721
2025-02-01,0.785967319157,-0.754040328814
2025-02-02,0.932335877832,0.022754142141
2025-02-03,-0.436203864174,0.249381312963
2025-02-04,-1.43030081039,-0.663830611627
2025-02-05,1.41446332647,-0.0113774016868
2025-02-06,-0.297455653545,0.775866001735
2025-02-07,-0.347784459154,-1.26553177277
2025-02-08,2.02070830591,-0.537676594163
2025-02-09,-0.19447952013,0.882918951405
2025-02-10,0.376915113738,-0.10787868525
2025-02-11,0.554869729286,0.698002694904
2025-02-12,1.36405924164,0.286150683382
2025-02-13,1.16185283547,0.215964310712
2025-02-14,0.255262839802,1.23974276218
2025-02-15,0.380556887245,0.325890480457
2025-02-16,-0.288887914246,-0.920156681605
2025-02-17,0.619988024994,-0.074634436136
2025-02-18,1.84739164981,-1.30858328487
2025-02-19,0.495097509621,2.62555854384
2025-02-20,0.243759505892,-0.0803331985892
2025-02-21,-0.933930408151,-0.0701549134579
2025-02-22,-0.222081055734,-1.17851838384
2025-02-23,2.11270553059,1.54008189945
2025-02-24,1.00692801175,-0.599767462477
2025-02-25,0.550011829936,0.390092656696
2025-02-26,-1.32157336748,1.10091803068
2025-02-27,0.191277250437,1.11329547588
2025-02-28,-1.78874543264,-0.279538566234
2025-03-01,1.10398955648,-1.22519848231
2025-03-02,-1.2504709254,-0.391284402399
2025-03-03,-0.0463487874343,0.0369318468608
2025-03-04,-0.696002379567,0.822924182505
2025-03-05,-1.7290239031,0.00261135305777
2025-03-06,0.796831008108,-1.01666383839
2025-03-07,-1.15795615432,0.046342835275
2025-03-08,0.253599575242,-0.628540131842
2025-03-09,0.514226232739,-1.84168446451
2025-03-10,-0.411391036813,-0.64625932845
2025-03-11,-0.23995274396,1.55258893812
2025-03-12,0.0845277378771,0.598556882137
2025-03-13,0.166628094026,0.926324752191
2025-03-14,-0.707315634893,1.42907914485
2025-03-15,2.31569753899,0.0577563800127
2025-03-16,2.29608969499,0.508525179107
2025-03-17,0.0216224633238,0.0076242971319
2025-03-18,1.14974249513,-0.769743397662
2025-03-19,-0.701185947426,0.461865585528
2025-03-20,0.359355888052,-0.213601803418
2025-03-21,-1.13280447651,0.71326666299
2025-03-22,-2.2740926891,0.191190128975
2025-03-23,-1.92044477671,0.3988639857
2025-03-24,0.342109739749,-0.289539877734
2025-03-25,1.21431600114,0.752345764172
2025-03-26,-0.31374453959,-0.437096315132
2025-03-27,0.905373876855,0.925570558531
2025-03-28,0.605653314829,0.496817436518
2025-03-29,-2.67507305011,0.38511696224
2025-03-30,-2.26188855377,-0.408688380709
