Date,Value
2026-01-01,0.000000000000
2026-01-02,0.184129394511
2026-01-03,0.389098194607
2026-01-04,0.608585139424
2026-01-05,0.832100650673
2026-01-06,1.040797672260
2026-01-07,1.204176207544
2026-01-08,1.282153096505
2026-01-09,1.238413083138
2026-01-10,1.067599216391
2026-01-11,0.826222161134
2026-01-12,0.637223223110
2026-01-13,0.630181384436
2026-01-14,0.818007813027
2026-01-15,1.006550261711
2026-01-16,0.899571035077
2026-01-17,0.424692597839
2026-01-18,-0.051153612998
2026-01-19,-0.073828949631
2026-01-20,0.198486414457
2026-01-21,0.060347121555
2026-01-22,-0.573649785594
2026-01-23,-0.802293459348
2026-01-24,-0.417301461291
2026-01-25,-0.538771985582
2026-01-26,-1.162106412235
2026-01-27,-0.947714832862
2026-01-28,-0.601149863897
2026-01-01,-1.177225775046
2026-01-02,-1.021489091298
2026-01-03,-0.532849623752
2026-01-04,-1.080938308722
2026-01-05,-0.617046982518
2026-01-06,-0.375224437047
2026-01-07,-0.741720772763
2026-01-08,0.083879929479
2026-01-09,-0.348291150189
2026-01-10,0.213076559597
2026-01-11,0.244571649411
2026-01-12,0.323985439520
2026-01-13,0.738912827851
2026-01-14,0.508506574624
2026-01-15,1.066691140221
2026-01-16,0.715633401535
2026-01-17,1.223559443796
2026-01-18,0.909752460455
2026-01-19,1.177273338271
2026-01-20,1.102812598494
2026-01-21,0.905228901185
2026-01-22,1.254883816579
2026-01-23,0.553954358630
2026-01-24,1.106932590395
2026-01-25,0.493471799674
2026-01-26,0.418858897883
2026-01-27,0.658670718128
2026-01-28,-0.137872463338
2026-01-01,0.088830901784
2026-01-02,0.110737230080
2026-01-03,-0.631277856978
2026-01-04,-0.448040144296
2026-01-05,-0.247388607860
2026-01-06,-0.872484688546
2026-01-07,-1.038413693963
2026-01-08,-0.581973561236
2026-01-09,-0.625336863453
2026-01-10,-1.108276676151
2026-01-11,-1.127775128488
2026-01-12,-0.649251472224
2026-01-13,-0.361795067468
2026-01-14,-0.525169636729
2026-01-15,-0.754972583665
2026-01-16,-0.655540893661
2026-01-17,-0.236113716816
2026-01-18,0.228156658848
2026-01-19,0.511553790996
2026-01-20,0.578718281380
2026-01-21,0.527565539213
2026-01-22,0.474533692387
2026-01-23,0.485553286684
2026-01-24,0.568222803915
2026-01-25,0.695476300850
2026-01-26,0.831394002836
2026-01-27,0.946371253527
2026-01-28,1.021639239546
2026-01-01,1.047781601352
2026-01-02,1.021508184116
2026-01-03,0.943129980911
2026-01-04,0.815733107385
2026-01-05,0.646268236645
2026-01-06,0.448232911850
2026-01-07,0.244739940328
2026-01-08,0.069194826101
2026-01-09,-0.040940899991
2026-01-10,-0.061589759920
2026-01-11,-0.008977972778
2026-01-12,0.039866965809
2026-01-13,-0.035452693402
2026-01-14,-0.317810926569
2026-01-15,-0.737964899582
2026-01-16,-1.044781309135
2026-01-17,-0.988990220726
2026-01-18,-0.641152803500
2026-01-19,-0.445976727364
2026-01-20,-0.709521126758
2026-01-21,-1.040009847472
2026-01-22,-0.793488194551
2026-01-23,-0.223477038941
2026-01-24,-0.230350536176
2026-01-25,-0.576470291202
2026-01-26,-0.174563639696
2026-01-27,0.420908025665
2026-01-28,0.123723023082
2026-01-01,0.155559926281
2026-01-02,0.906659479492
2026-01-03,0.668391968130
2026-01-04,0.632559963767
2026-01-05,1.345747368858
2026-01-06,0.872068841928
2026-01-07,1.160156495178
2026-01-08,1.442448361309
2026-01-09,0.905429806130
2026-01-10,1.573299017290
2026-01-11,0.912928734857
2026-01-12,1.317224699989
2026-01-13,0.940229793486
2026-01-14,0.950297038687
2026-01-15,0.815621221674
2026-01-16,0.599241413889
2026-01-17,0.526780271608
2026-01-18,0.306806974092
2026-01-19,0.108400359451
2026-01-20,0.108498194592
2026-01-21,-0.384938079764
2026-01-22,-0.011952776765
2026-01-23,-0.790564499595
2026-01-24,-0.233891531862
2026-01-25,-0.804369194127
2026-01-26,-0.745365319522
2026-01-27,-0.442214455150
2026-01-28,-1.064950447109
2026-01-01,-0.521577341720
2026-01-02,-0.479159423274
2026-01-03,-0.902891741067
2026-01-04,-0.275897842946
2026-01-05,-0.098366809849
2026-01-06,-0.499135181892
2026-01-07,-0.068747828324
2026-01-08,0.501742054182
2026-01-09,0.294272004492
2026-01-10,0.145382199782
2026-01-11,0.666776348840
2026-01-12,1.161292132699
2026-01-13,1.068754992431
2026-01-14,0.790993476419
2026-01-15,0.881899092410
2026-01-16,1.298975844802
2026-01-17,1.622059400657
2026-01-18,1.598833762512
2026-01-19,1.317696981385
2026-01-20,1.014691433526
2026-01-21,0.849289919808
2026-01-22,0.835765317831
2026-01-23,0.898758396185
2026-01-24,0.952690419160
2026-01-25,0.946345525825
2026-01-26,0.868437802080
2026-01-27,0.733568304965
2026-01-28,0.566066812992
2026-01-01,0.389432451769
2026-01-02,0.221800076680
2026-01-03,0.075033422500
2026-01-04,-0.044972287456
2026-01-05,-0.138214952826
2026-01-06,-0.211073319066
2026-01-07,-0.276614826062
2026-01-08,-0.352879437478
2026-01-09,-0.456528189638
2026-01-10,-0.590051986563
2026-01-11,-0.725103392970
2026-01-12,-0.793302452489
2026-01-13,-0.704496804980
2026-01-14,-0.407050386321
2026-01-15,0.031379605006
2026-01-16,0.402577871042
2026-01-17,0.489219407330
2026-01-18,0.313020097918
2026-01-19,0.228435032656
2026-01-20,0.576803188412
2026-01-21,1.150825582023
2026-01-22,1.314216611757
2026-01-23,0.978472356356
2026-01-24,0.941473634069
2026-01-25,1.497423044360
2026-01-26,1.654339715722
2026-01-27,1.135334107742
2026-01-28,1.206293529140
2026-01-01,1.681403300395
2026-01-02,1.191865812634
2026-01-03,0.910763091408
2026-01-04,1.395692026339
2026-01-05,0.822358775687
2026-01-06,0.593650552267
2026-01-07,0.961918302425
2026-01-08,0.148080603671
2026-01-09,0.425851784097
2026-01-10,0.178594688439
2026-01-11,-0.249954907811
2026-01-12,0.133380477987
2026-01-13,-0.650283718747
2026-01-14,-0.062343299084
2026-01-15,-0.817552037541
2026-01-16,-0.235733264231
2026-01-17,-0.871340994163
2026-01-18,-0.268378143982
2026-01-19,-0.857568134512
2026-01-20,-0.145287153656
2026-01-21,-0.747809873194
2026-01-22,0.046707122221
2026-01-23,-0.435490619126
2026-01-24,0.135886213327
2026-01-25,0.177548325062
2026-01-26,0.087442841306
2026-01-27,0.828805195431
2026-01-28,0.360757843676
2026-01-01,0.878703066157
2026-01-02,1.208351751645
2026-01-03,0.765675614656
2026-01-04,1.359415624820
2026-01-05,1.568205678997
2026-01-06,1.076213798943
2026-01-07,1.414917849687
2026-01-08,1.808863199995
2026-01-09,1.352258814886
2026-01-10,1.080608875707
2026-01-11,1.462442137820
2026-01-12,1.583785430195
2026-01-13,1.085577327965
2026-01-14,0.648687296148
2026-01-15,0.715901869165
2026-01-16,0.941818224492
2026-01-17,0.846929870487
2026-01-18,0.404545706024
2026-01-19,-0.069342872763
2026-01-20,-0.311522262511
2026-01-21,-0.299133863012
2026-01-22,-0.170794484736
2026-01-23,-0.072048135343
2026-01-24,-0.070178602941
2026-01-25,-0.155265057823
2026-01-26,-0.280140720945
2026-01-27,-0.396738978617
